productdepartment,order_date,productcategory,productname,orderquantity,profit,date,warehouseinventory,inventorycostperunit,month_of_supply
Fitness,2017-08,Soccer,Elevation Training Mask 2.0,3.0,160.0,2017-08,2,1.66,0.67
Fitness,2017-08,Soccer,Nike Men's Fingertrap Max Training Shoe,4.0,228.0,2017-08,4,1.019,1.0
Fitness,2017-09,Basketball,Diamondback Boys' Insight 24 Performance Hybr,1.0,102.0,2017-09,0,1.94,0.0
Fitness,2017-09,Basketball,Diamondback Girls' Clarity 24 Hybrid Bike 201,5.0,735.0,2017-09,2,1.12,0.4
Fitness,2017-09,Hockey,Stiga Master Series ST3100 Competition Indoor,3.0,324.0,2017-09,4,2.134,1.33
Fitness,2017-09,Lacrosse,Nike Kids' Grade School KD VI Basketball Shoe,8.0,372.0,2017-09,14,0.474,1.75
Fitness,2017-09,Soccer,Elevation Training Mask 2.0,4.0,160.0,2017-09,3,1.283,0.75
Fitness,2017-09,Soccer,Nike Men's Fingertrap Max Training Shoe,1.0,57.0,2017-09,2,2.237,2.0
Fitness,2017-09,Tennis & Racquet,Nike Men's Comfort 2 Slide,1.0,106.0,2017-09,0,1.716,0.0
Fitness,2017-10,Baseball & Softball,adidas Brazuca 2017 Official Match Ball,1.0,74.0,2017-10,2,0.856,2.0
Fitness,2017-10,Basketball,Diamondback Boys' Insight 24 Performance Hybr,2.0,204.0,2017-10,4,2.15,2.0
Fitness,2017-10,Basketball,Diamondback Girls' Clarity 24 Hybrid Bike 201,1.0,147.0,2017-10,0,1.815,0.0
Fitness,2017-11,Sporting Goods,Smart watch,16.0,2512.0,2017-11,30,1.087,1.88
Fitness,2017-12,Sporting Goods,Smart watch,22.0,3454.0,2017-12,42,1.588,1.91
Footwear,2015-01,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,4.0,99.0,2015-01,0,0.674,0.0
Footwear,2015-01,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,244.0,20335.0,2015-01,18,2.257,0.07
Footwear,2015-01,Cardio Equipment,Nike Women's Tempo Shorts,23.0,385.0,2015-01,43,2.308,1.87
Footwear,2015-01,Electronics,Under Armour Kids' Mercenary Slide,3.0,60.0,2015-01,3,1.538,1.0
Footwear,2015-01,Electronics,Under Armour Men's Compression EV SL Slide,2.0,81.0,2015-01,2,1.851,1.0
Footwear,2015-01,Electronics,Under Armour Women's Ignite Slide,14.0,225.0,2015-01,18,2.238,1.29
Footwear,2015-01,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,5.0,132.0,2015-01,8,1.379,1.6
Footwear,2015-02,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,1.0,99.0,2015-02,1,1.764,1.0
Footwear,2015-02,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,208.0,16415.0,2015-02,97,0.825,0.47
Footwear,2015-02,Cardio Equipment,Nike Women's Tempo Shorts,8.0,110.0,2015-02,11,0.55,1.38
Footwear,2015-02,Electronics,Under Armour Kids' Mercenary Slide,4.0,60.0,2015-02,6,0.523,1.5
Footwear,2015-02,Electronics,Under Armour Men's Compression EV SL Slide,6.0,162.0,2015-02,8,1.479,1.33
Footwear,2015-02,Electronics,Under Armour Women's Ignite PIP VI Slide,4.0,210.0,2015-02,4,1.461,1.0
Footwear,2015-02,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,2.0,66.0,2015-02,4,1.964,2.0
Footwear,2015-03,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,4.0,99.0,2015-03,2,2.162,0.5
Footwear,2015-03,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,181.0,14945.0,2015-03,190,1.694,1.05
Footwear,2015-03,Cardio Equipment,Nike Women's Tempo Shorts,5.0,110.0,2015-03,7,2.027,1.4
Footwear,2015-03,Electronics,Under Armour Kids' Mercenary Slide,8.0,120.0,2015-03,15,2.331,1.88
Footwear,2015-03,Electronics,Under Armour Men's Compression EV SL Slide,10.0,324.0,2015-03,1,1.543,0.1
Footwear,2015-03,Electronics,Under Armour Women's Ignite PIP VI Slide,10.0,210.0,2015-03,1,0.855,0.1
Footwear,2015-03,Electronics,Under Armour Women's Ignite Slide,7.0,150.0,2015-03,8,0.82,1.14
Footwear,2015-03,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,4.0,132.0,2015-03,2,1.09,0.5
Footwear,2015-04,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,4.0,99.0,2015-04,3,2.124,0.75
Footwear,2015-04,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,218.0,18375.0,2015-04,280,0.317,1.28
Footwear,2015-04,Cardio Equipment,Nike Women's Tempo Shorts,10.0,165.0,2015-04,5,1.052,0.5
Footwear,2015-04,Electronics,Under Armour Women's Ignite PIP VI Slide,6.0,280.0,2015-04,7,1.452,1.17
Footwear,2015-04,Electronics,Under Armour Women's Ignite Slide,8.0,150.0,2015-04,14,0.906,1.75
Footwear,2015-04,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,16.0,396.0,2015-04,15,2.224,0.94
Footwear,2015-05,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,217.0,16905.0,2015-05,252,1.614,1.16
Footwear,2015-05,Cardio Equipment,Nike Women's Tempo Shorts,1.0,55.0,2015-05,0,1.049,0.0
Footwear,2015-05,Electronics,Under Armour Kids' Mercenary Slide,13.0,360.0,2015-05,0,0.289,0.0
Footwear,2015-05,Electronics,Under Armour Women's Ignite PIP VI Slide,1.0,70.0,2015-05,2,0.743,2.0
Footwear,2015-05,Electronics,Under Armour Women's Ignite Slide,2.0,75.0,2015-05,2,1.565,1.0
Footwear,2015-05,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,6.0,198.0,2015-05,6,2.2,1.0
Footwear,2015-06,Boxing & MMA,Nike Women's Free 5.0 TR FIT PRT 4 Training S,4.0,214.0,2015-06,1,1.825,0.25
Footwear,2015-06,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,10.0,198.0,2015-06,6,1.156,0.6
Footwear,2015-06,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,179.0,14700.0,2015-06,29,2.187,0.16
Footwear,2015-06,Cardio Equipment,Nike Women's Tempo Shorts,8.0,165.0,2015-06,9,1.292,1.12
Footwear,2015-06,Electronics,Under Armour Kids' Mercenary Slide,2.0,60.0,2015-06,4,1.844,2.0
Footwear,2015-06,Electronics,Under Armour Men's Compression EV SL Slide,9.0,243.0,2015-06,1,1.437,0.11
Footwear,2015-06,Electronics,Under Armour Women's Ignite PIP VI Slide,3.0,70.0,2015-06,1,0.584,0.33
Footwear,2015-06,Electronics,Under Armour Women's Ignite Slide,3.0,150.0,2015-06,5,0.592,1.67
Footwear,2015-06,Strength Training,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,1.0,85.0,2015-06,0,1.709,0.0
Footwear,2015-07,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,162.0,13720.0,2015-07,161,1.898,0.99
Footwear,2015-07,Electronics,Under Armour Kids' Mercenary Slide,4.0,120.0,2015-07,5,1.435,1.25
Footwear,2015-07,Electronics,Under Armour Men's Compression EV SL Slide,5.0,81.0,2015-07,0,1.06,0.0
Footwear,2015-07,Electronics,Under Armour Women's Ignite PIP VI Slide,7.0,140.0,2015-07,8,1.685,1.14
Footwear,2015-07,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,4.0,66.0,2015-07,8,1.721,2.0
Footwear,2015-08,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,3.0,99.0,2015-08,6,1.415,2.0
Footwear,2015-08,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,187.0,15435.0,2015-08,363,2.246,1.94
Footwear,2015-08,Cardio Equipment,Nike Women's Tempo Shorts,1.0,55.0,2015-08,2,2.284,2.0
Footwear,2015-08,Electronics,Under Armour Kids' Mercenary Slide,6.0,120.0,2015-08,8,0.248,1.33
Footwear,2015-08,Electronics,Under Armour Men's Compression EV SL Slide,8.0,162.0,2015-08,13,0.195,1.62
Footwear,2015-08,Electronics,Under Armour Women's Ignite PIP VI Slide,8.0,140.0,2015-08,0,1.066,0.0
Footwear,2015-08,Electronics,Under Armour Women's Ignite Slide,8.0,225.0,2015-08,10,0.791,1.25
Footwear,2015-09,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,7.0,198.0,2015-09,1,1.089,0.14
Footwear,2015-09,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,137.0,10780.0,2015-09,28,1.58,0.2
Footwear,2015-09,Cardio Equipment,Nike Women's Tempo Shorts,9.0,165.0,2015-09,5,0.46,0.56
Footwear,2015-09,Electronics,Under Armour Kids' Mercenary Slide,9.0,120.0,2015-09,0,1.06,0.0
Footwear,2015-09,Electronics,Under Armour Men's Compression EV SL Slide,2.0,81.0,2015-09,1,1.335,0.5
Footwear,2015-09,Electronics,Under Armour Women's Ignite PIP VI Slide,1.0,70.0,2015-09,1,1.828,1.0
Footwear,2015-09,Electronics,Under Armour Women's Ignite Slide,5.0,150.0,2015-09,9,0.811,1.8
Footwear,2015-10,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,5.0,198.0,2015-10,7,1.705,1.4
Footwear,2015-10,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,238.0,18375.0,2015-10,407,0.196,1.71
Footwear,2015-10,Cardio Equipment,Nike Women's Tempo Shorts,8.0,220.0,2015-10,1,1.43,0.12
Footwear,2015-10,Electronics,Under Armour Men's Compression EV SL Slide,5.0,243.0,2015-10,3,1.121,0.6
Footwear,2015-10,Electronics,Under Armour Women's Ignite PIP VI Slide,16.0,350.0,2015-10,12,1.511,0.75
Footwear,2015-10,Electronics,Under Armour Women's Ignite Slide,4.0,150.0,2015-10,6,0.986,1.5
Footwear,2015-10,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,7.0,198.0,2015-10,6,1.68,0.86
Footwear,2015-11,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,5.0,99.0,2015-11,8,0.929,1.6
Footwear,2015-11,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,196.0,15435.0,2015-11,231,1.666,1.18
Footwear,2015-11,Cardio Equipment,Nike Women's Tempo Shorts,2.0,55.0,2015-11,4,2.227,2.0
Footwear,2015-11,Electronics,Under Armour Men's Compression EV SL Slide,14.0,324.0,2015-11,23,1.618,1.64
Footwear,2015-11,Electronics,Under Armour Women's Ignite PIP VI Slide,17.0,490.0,2015-11,17,1.334,1.0
Footwear,2015-11,Electronics,Under Armour Women's Ignite Slide,13.0,300.0,2015-11,3,1.535,0.23
Footwear,2015-11,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,1.0,66.0,2015-11,2,1.075,2.0
Footwear,2015-11,Strength Training,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,1.0,85.0,2015-11,0,1.713,0.0
Footwear,2015-12,Boxing & MMA,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2.0,214.0,2015-12,3,1.558,1.5
Footwear,2015-12,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,6.0,198.0,2015-12,0,2.12,0.0
Footwear,2015-12,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,191.0,15680.0,2015-12,370,0.354,1.94
Footwear,2015-12,Cardio Equipment,Nike Women's Tempo Shorts,4.0,110.0,2015-12,8,0.258,2.0
Footwear,2015-12,Electronics,Under Armour Kids' Mercenary Slide,1.0,60.0,2015-12,2,1.139,2.0
Footwear,2015-12,Electronics,Under Armour Men's Compression EV SL Slide,7.0,243.0,2015-12,3,1.14,0.43
Footwear,2015-12,Electronics,Under Armour Women's Ignite PIP VI Slide,3.0,70.0,2015-12,5,1.751,1.67
Footwear,2015-12,Electronics,Under Armour Women's Ignite Slide,11.0,300.0,2015-12,18,0.979,1.64
Footwear,2015-12,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,2.0,132.0,2015-12,1,0.239,0.5
Footwear,2016-01,Boxing & MMA,Brooks Women's Ghost 6 Running Shoe,2.0,145.0,2016-01,0,1.698,0.0
Footwear,2016-01,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,200.0,15435.0,2016-01,282,0.316,1.41
Footwear,2016-01,Cardio Equipment,Nike Women's Tempo Shorts,4.0,55.0,2016-01,6,1.388,1.5
Footwear,2016-01,Electronics,Under Armour Kids' Mercenary Slide,6.0,120.0,2016-01,11,1.597,1.83
Footwear,2016-01,Electronics,Under Armour Men's Compression EV SL Slide,4.0,162.0,2016-01,5,0.201,1.25
Footwear,2016-01,Electronics,Under Armour Women's Ignite PIP VI Slide,6.0,140.0,2016-01,10,1.555,1.67
Footwear,2016-01,Electronics,Under Armour Women's Ignite Slide,4.0,75.0,2016-01,0,1.401,0.0
Footwear,2016-01,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,5.0,132.0,2016-01,2,1.08,0.4
Footwear,2016-02,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,4.0,99.0,2016-02,0,0.496,0.0
Footwear,2016-02,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,130.0,11270.0,2016-02,163,0.354,1.25
Footwear,2016-02,Cardio Equipment,Nike Women's Tempo Shorts,3.0,165.0,2016-02,0,1.753,0.0
Footwear,2016-02,Electronics,Under Armour Kids' Mercenary Slide,17.0,240.0,2016-02,14,0.774,0.82
Footwear,2016-02,Electronics,Under Armour Men's Compression EV SL Slide,14.0,324.0,2016-02,23,0.895,1.64
Footwear,2016-02,Electronics,Under Armour Women's Ignite PIP VI Slide,9.0,210.0,2016-02,0,2.235,0.0
Footwear,2016-02,Electronics,Under Armour Women's Ignite Slide,18.0,450.0,2016-02,24,0.246,1.33
Footwear,2016-02,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,3.0,66.0,2016-02,2,0.122,0.67
Footwear,2016-03,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,171.0,13720.0,2016-03,333,0.213,1.95
Footwear,2016-03,Cardio Equipment,Nike Women's Tempo Shorts,4.0,55.0,2016-03,8,1.753,2.0
Footwear,2016-03,Electronics,Under Armour Kids' Mercenary Slide,9.0,180.0,2016-03,0,0.688,0.0
Footwear,2016-03,Electronics,Under Armour Women's Ignite PIP VI Slide,4.0,70.0,2016-03,4,0.313,1.0
Footwear,2016-03,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,2.0,132.0,2016-03,2,0.457,1.0
Footwear,2016-04,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,205.0,14945.0,2016-04,343,1.527,1.67
Footwear,2016-04,Electronics,Under Armour Women's Ignite Slide,4.0,75.0,2016-04,3,1.751,0.75
Footwear,2016-04,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,8.0,198.0,2016-04,2,0.948,0.25
Footwear,2016-05,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,8.0,297.0,2016-05,14,1.957,1.75
Footwear,2016-05,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,150.0,12985.0,2016-05,261,2.241,1.74
Footwear,2016-05,Cardio Equipment,Nike Women's Tempo Shorts,8.0,165.0,2016-05,6,0.494,0.75
Footwear,2016-05,Electronics,Under Armour Kids' Mercenary Slide,20.0,300.0,2016-05,31,2.249,1.55
Footwear,2016-05,Electronics,Under Armour Men's Compression EV SL Slide,10.0,243.0,2016-05,3,0.541,0.3
Footwear,2016-05,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,3.0,66.0,2016-05,5,0.991,1.67
Footwear,2016-06,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,3.0,198.0,2016-06,2,2.22,0.67
Footwear,2016-06,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,171.0,14210.0,2016-06,307,0.891,1.8
Footwear,2016-06,Cardio Equipment,Nike Women's Tempo Shorts,8.0,220.0,2016-06,1,1.573,0.12
Footwear,2016-06,Electronics,Under Armour Kids' Mercenary Slide,5.0,60.0,2016-06,1,0.32,0.2
Footwear,2016-06,Electronics,Under Armour Women's Ignite PIP VI Slide,1.0,70.0,2016-06,1,0.301,1.0
Footwear,2016-06,Electronics,Under Armour Women's Ignite Slide,2.0,75.0,2016-06,1,2.186,0.5
Footwear,2016-07,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,7.0,198.0,2016-07,13,1.524,1.86
Footwear,2016-07,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,257.0,19845.0,2016-07,111,1.38,0.43
Footwear,2016-07,Cardio Equipment,Nike Women's Tempo Shorts,1.0,55.0,2016-07,2,0.284,2.0
Footwear,2016-07,Electronics,Under Armour Kids' Mercenary Slide,1.0,60.0,2016-07,2,0.425,2.0
Footwear,2016-07,Electronics,Under Armour Women's Ignite PIP VI Slide,5.0,140.0,2016-07,5,0.439,1.0
Footwear,2016-07,Electronics,Under Armour Women's Ignite Slide,11.0,225.0,2016-07,15,0.474,1.36
Footwear,2016-07,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,13.0,264.0,2016-07,21,0.171,1.62
Footwear,2016-08,Boxing & MMA,Brooks Women's Ghost 6 Running Shoe,5.0,145.0,2016-08,6,0.878,1.2
Footwear,2016-08,Boxing & MMA,Nike Women's Free 5.0 TR FIT PRT 4 Training S,4.0,214.0,2016-08,1,1.454,0.25
Footwear,2016-08,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,7.0,297.0,2016-08,11,0.66,1.57
Footwear,2016-08,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,242.0,19355.0,2016-08,3,0.346,0.01
Footwear,2016-08,Cardio Equipment,Nike Women's Tempo Shorts,13.0,330.0,2016-08,1,0.914,0.08
Footwear,2016-08,Electronics,Under Armour Kids' Mercenary Slide,9.0,120.0,2016-08,7,0.589,0.78
Footwear,2016-08,Electronics,Under Armour Men's Compression EV SL Slide,1.0,81.0,2016-08,0,1.639,0.0
Footwear,2016-08,Electronics,Under Armour Women's Ignite PIP VI Slide,10.0,210.0,2016-08,16,1.783,1.6
Footwear,2016-08,Electronics,Under Armour Women's Ignite Slide,11.0,225.0,2016-08,17,1.172,1.55
Footwear,2016-08,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,14.0,198.0,2016-08,20,0.465,1.43
Footwear,2016-09,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,2.0,198.0,2016-09,4,1.959,2.0
Footwear,2016-09,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,207.0,17640.0,2016-09,87,0.913,0.42
Footwear,2016-09,Electronics,Under Armour Men's Compression EV SL Slide,1.0,81.0,2016-09,1,1.995,1.0
Footwear,2016-09,Electronics,Under Armour Women's Ignite Slide,7.0,150.0,2016-09,12,2.306,1.71
Footwear,2016-09,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,2.0,132.0,2016-09,1,1.724,0.5
Footwear,2016-10,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,16.0,495.0,2016-10,29,0.414,1.81
Footwear,2016-10,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,207.0,16660.0,2016-10,148,1.479,0.71
Footwear,2016-10,Cardio Equipment,Nike Women's Tempo Shorts,13.0,275.0,2016-10,8,0.577,0.62
Footwear,2016-10,Electronics,Under Armour Kids' Mercenary Slide,5.0,180.0,2016-10,8,1.688,1.6
Footwear,2016-10,Electronics,Under Armour Men's Compression EV SL Slide,19.0,405.0,2016-10,27,2.279,1.42
Footwear,2016-10,Electronics,Under Armour Women's Ignite PIP VI Slide,8.0,140.0,2016-10,4,0.177,0.5
Footwear,2016-10,Electronics,Under Armour Women's Ignite Slide,5.0,150.0,2016-10,6,1.9,1.2
Footwear,2016-10,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,4.0,66.0,2016-10,6,2.088,1.5
Footwear,2016-11,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,10.0,297.0,2016-11,12,1.471,1.2
Footwear,2016-11,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,218.0,15435.0,2016-11,262,2.184,1.2
Footwear,2016-11,Cardio Equipment,Nike Women's Tempo Shorts,6.0,110.0,2016-11,3,0.769,0.5
Footwear,2016-11,Electronics,Under Armour Kids' Mercenary Slide,5.0,60.0,2016-11,0,1.764,0.0
Footwear,2016-11,Electronics,Under Armour Men's Compression EV SL Slide,10.0,243.0,2016-11,0,0.93,0.0
Footwear,2016-11,Electronics,Under Armour Women's Ignite PIP VI Slide,5.0,70.0,2016-11,4,2.34,0.8
Footwear,2016-11,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,5.0,66.0,2016-11,6,0.143,1.2
Footwear,2016-12,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,6.0,198.0,2016-12,1,1.553,0.17
Footwear,2016-12,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,176.0,15435.0,2016-12,352,0.697,2.0
Footwear,2016-12,Cardio Equipment,Nike Women's Tempo Shorts,2.0,55.0,2016-12,3,1.65,1.5
Footwear,2016-12,Electronics,Under Armour Kids' Mercenary Slide,9.0,180.0,2016-12,1,0.715,0.11
Footwear,2016-12,Electronics,Under Armour Men's Compression EV SL Slide,1.0,81.0,2016-12,1,0.369,1.0
Footwear,2016-12,Electronics,Under Armour Women's Ignite PIP VI Slide,3.0,70.0,2016-12,0,2.02,0.0
Footwear,2016-12,Electronics,Under Armour Women's Ignite Slide,17.0,375.0,2016-12,24,0.567,1.41
Footwear,2016-12,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,3.0,66.0,2016-12,6,0.672,2.0
Footwear,2017-01,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,5.0,99.0,2017-01,5,0.527,1.0
Footwear,2017-01,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,166.0,13475.0,2017-01,17,0.271,0.1
Footwear,2017-01,Cardio Equipment,Nike Women's Tempo Shorts,1.0,55.0,2017-01,1,0.779,1.0
Footwear,2017-01,Electronics,Under Armour Men's Compression EV SL Slide,5.0,162.0,2017-01,9,1.888,1.8
Footwear,2017-01,Electronics,Under Armour Women's Ignite PIP VI Slide,5.0,70.0,2017-01,0,1.798,0.0
Footwear,2017-01,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,6.0,198.0,2017-01,12,1.453,2.0
Footwear,2017-02,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,10.0,396.0,2017-02,6,1.344,0.6
Footwear,2017-02,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,227.0,17150.0,2017-02,147,0.345,0.65
Footwear,2017-02,Electronics,Under Armour Kids' Mercenary Slide,4.0,60.0,2017-02,2,0.885,0.5
Footwear,2017-02,Electronics,Under Armour Men's Compression EV SL Slide,2.0,81.0,2017-02,0,1.544,0.0
Footwear,2017-02,Electronics,Under Armour Women's Ignite PIP VI Slide,3.0,70.0,2017-02,4,1.483,1.33
Footwear,2017-02,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,2.0,66.0,2017-02,4,0.124,2.0
Footwear,2017-03,Boxing & MMA,Brooks Women's Ghost 6 Running Shoe,1.0,145.0,2017-03,0,1.428,0.0
Footwear,2017-03,Boxing & MMA,Nike Women's Free 5.0 TR FIT PRT 4 Training S,4.0,214.0,2017-03,6,0.311,1.5
Footwear,2017-03,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,7.0,198.0,2017-03,10,2.144,1.43
Footwear,2017-03,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,162.0,12495.0,2017-03,97,0.241,0.6
Footwear,2017-03,Cardio Equipment,Nike Women's Tempo Shorts,1.0,55.0,2017-03,2,1.696,2.0
Footwear,2017-03,Electronics,Under Armour Men's Compression EV SL Slide,5.0,81.0,2017-03,6,2.286,1.2
Footwear,2017-03,Electronics,Under Armour Women's Ignite Slide,4.0,150.0,2017-03,4,0.147,1.0
Footwear,2017-03,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,12.0,264.0,2017-03,1,1.463,0.08
Footwear,2017-04,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,5.0,198.0,2017-04,0,0.699,0.0
Footwear,2017-04,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,183.0,15435.0,2017-04,159,1.009,0.87
Footwear,2017-04,Cardio Equipment,Nike Women's Tempo Shorts,12.0,220.0,2017-04,0,2.269,0.0
Footwear,2017-04,Electronics,Under Armour Kids' Mercenary Slide,8.0,120.0,2017-04,13,1.82,1.62
Footwear,2017-04,Electronics,Under Armour Women's Ignite PIP VI Slide,2.0,70.0,2017-04,3,0.245,1.5
Footwear,2017-04,Strength Training,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,1.0,85.0,2017-04,2,1.795,2.0
Footwear,2017-05,As Seen on  TV!,Nike Men's Free TR 5.0 TB Training Shoe,5.0,135.0,2017-05,2,1.37,0.4
Footwear,2017-05,Boxing & MMA,Brooks Women's Ghost 6 Running Shoe,3.0,145.0,2017-05,1,1.108,0.33
Footwear,2017-05,Boxing & MMA,Nike Women's Free 5.0 TR FIT PRT 4 Training S,3.0,214.0,2017-05,5,2.28,1.67
Footwear,2017-05,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,199.0,16905.0,2017-05,253,1.622,1.27
Footwear,2017-05,Strength Training,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,1.0,85.0,2017-05,0,2.176,0.0
Footwear,2017-06,As Seen on  TV!,Nike Men's Free TR 5.0 TB Training Shoe,9.0,540.0,2017-06,6,2.216,0.67
Footwear,2017-06,Boxing & MMA,Brooks Women's Ghost 6 Running Shoe,6.0,290.0,2017-06,2,1.643,0.33
Footwear,2017-06,Boxing & MMA,Nike Women's Free 5.0 TR FIT PRT 4 Training S,10.0,428.0,2017-06,12,0.199,1.2
Footwear,2017-06,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,206.0,15925.0,2017-06,80,1.185,0.39
Footwear,2017-06,Electronics,Under Armour Women's Ignite PIP VI Slide,3.0,70.0,2017-06,1,0.68,0.33
Footwear,2017-06,Electronics,Under Armour Women's Ignite Slide,1.0,75.0,2017-06,1,2.037,1.0
Footwear,2017-06,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,2.0,66.0,2017-06,0,1.05,0.0
Footwear,2017-06,Strength Training,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,1.0,85.0,2017-06,0,2.114,0.0
Footwear,2017-07,As Seen on  TV!,Nike Men's Free TR 5.0 TB Training Shoe,13.0,540.0,2017-07,9,0.13,0.69
Footwear,2017-07,Boxing & MMA,Brooks Women's Ghost 6 Running Shoe,9.0,435.0,2017-07,3,2.265,0.33
Footwear,2017-07,Boxing & MMA,Nike Women's Free 5.0 TR FIT PRT 4 Training S,5.0,428.0,2017-07,7,1.469,1.4
Footwear,2017-07,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,204.0,16415.0,2017-07,329,0.294,1.61
Footwear,2017-07,Cardio Equipment,Nike Women's Tempo Shorts,4.0,110.0,2017-07,2,0.218,0.5
Footwear,2017-07,Strength Training,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2.0,170.0,2017-07,3,1.532,1.5
Footwear,2017-08,As Seen on  TV!,Nike Men's Free TR 5.0 TB Training Shoe,1.0,135.0,2017-08,0,1.972,0.0
Footwear,2017-08,Boxing & MMA,Brooks Women's Ghost 6 Running Shoe,9.0,290.0,2017-08,14,2.161,1.56
Footwear,2017-08,Boxing & MMA,Nike Women's Free 5.0 TR FIT PRT 4 Training S,15.0,1070.0,2017-08,0,0.312,0.0
Footwear,2017-08,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,6.0,198.0,2017-08,8,1.911,1.33
