productname,yearmonth,warehouseinventory,inventorycostperunit,month,year,date,productdepartment,productcategory
Diamondback Boys' Insight 24 Performance Hybr,201610,0,0.29114,10,2016,2016-10,Fitness,Basketball
Diamondback Girls' Clarity 24 Hybrid Bike 201,201610,0,0.16707,10,2016,2016-10,Fitness,Basketball
Stiga Master Series ST3100 Competition Indoor,201610,0,0.83797,10,2016,2016-10,Fitness,Hockey
SOLE E35 Elliptical,201610,36,1.45689,10,2016,2016-10,,
Bushnell Pro X7 Jolt Slope Rangefinder,201610,9,1.50653,10,2016,2016-10,,
SOLE E25 Elliptical,201610,20,1.36029,10,2016,2016-10,,
Bowflex SelectTech 1090 Dumbbells,201610,18,1.09867,10,2016,2016-10,,
Perfect Fitness Perfect Rip Deck,201609,582,1.34924,09,2016,2016-09,Apparel,Cleats
Nike Men's Dri-FIT Victory Golf Polo,201609,137,0.85492,09,2016,2016-09,Golf,Women's Apparel
O'Brien Men's Neoprene Life Vest,201609,339,0.54179,09,2016,2016-09,Fan Shop,Indoor/Outdoor Games
Nike Men's Free 5.0+ Running Shoe,201609,87,0.9128,09,2016,2016-09,Footwear,Cardio Equipment
Under Armour Girls' Toddler Spine Surge Runni,201609,108,0.6652,09,2016,2016-09,Golf,Shop By Sport
Nike Men's CJ Elite 2 TD Football Cleat,201609,34,1.88008,09,2016,2016-09,Apparel,Men's Footwear
Field & Stream Sportsman 16 Gun Fire Safe,201609,131,1.86185,09,2016,2016-09,Fan Shop,Fishing
Pelican Sunstream 100 Kayak,201609,155,1.08205,09,2016,2016-09,Fan Shop,Water Sports
Diamondback Women's Serene Classic Comfort Bi,201609,42,1.18269,09,2016,2016-09,Fan Shop,Camping & Hiking
ENO Atlas Hammock Straps,201609,0,0.53017,09,2016,2016-09,Fan Shop,Hunting & Shooting
Nike Men's Comfort 2 Slide,201609,18,0.59259,09,2016,2016-09,Fitness,Tennis & Racquet
adidas Youth Germany Black/Red Away Match Soc,201609,3,0.2125,09,2016,2016-09,Golf,Girls' Apparel
Team Golf St. Louis Cardinals Putter Grip,201609,10,1.22362,09,2016,2016-09,Outdoors,Accessories
LIJA Women's Eyelet Sleeveless Golf Polo,201609,1,1.88309,09,2016,2016-09,Outdoors,Golf Shoes
adidas Men's F10 Messi TRX FG Soccer Cleat,201609,0,0.9594,09,2016,2016-09,Fitness,Baseball & Softball
Glove It Women's Imperial Golf Glove,201609,0,0.60755,09,2016,2016-09,Outdoors,Golf Balls
Glove It Imperial Golf Towel,201609,1,1.00901,09,2016,2016-09,Outdoors,Trade-In
Bridgestone e6 Straight Distance NFL Carolina,201609,1,1.83482,09,2016,2016-09,Outdoors,Electronics
Glove It Women's Mod Oval 3-Zip Carry All Gol,201609,11,1.13471,09,2016,2016-09,Outdoors,Trade-In
Columbia Men's PFG Anchor Tough T-Shirt,201609,0,1.35416,09,2016,2016-09,Golf,Shop By Sport
Under Armour Women's Ignite Slide,201609,12,2.30569,09,2016,2016-09,Footwear,Electronics
Team Golf Tennessee Volunteers Putter Grip,201609,13,0.72474,09,2016,2016-09,Outdoors,Accessories
Titleist Pro V1x High Numbers Personalized Go,201609,4,2.0201,09,2016,2016-09,Outdoors,Electronics
Nike Men's Deutschland Weltmeister Winners Bl,201609,0,2.01733,09,2016,2016-09,Golf,Girls' Apparel
Bridgestone e6 Straight Distance NFL San Dieg,201609,3,1.33012,09,2016,2016-09,Outdoors,Electronics
Nike Women's Tempo Shorts,201609,0,0.30421,09,2016,2016-09,Footwear,Cardio Equipment
Team Golf Texas Longhorns Putter Grip,201609,14,1.07362,09,2016,2016-09,Outdoors,Accessories
Hirzl Women's Soffft Flex Golf Glove,201609,0,1.4325,09,2016,2016-09,Outdoors,Golf Balls
Clicgear 8.0 Shoe Brush,201609,0,1.08731,09,2016,2016-09,Outdoors,Golf Gloves
Hirzl Women's Hybrid Golf Glove,201609,0,2.27318,09,2016,2016-09,Outdoors,Golf Balls
Team Golf Pittsburgh Steelers Putter Grip,201609,1,1.30738,09,2016,2016-09,Outdoors,Accessories
Top Flite Women's 2017 XL Hybrid,201609,16,0.35814,09,2016,2016-09,Outdoors,Golf Apparel
Glove It Urban Brick Golf Towel,201609,8,1.74706,09,2016,2016-09,Outdoors,Trade-In
Nike Dri-FIT Crew Sock 6 Pack,201609,2,2.01991,09,2016,2016-09,Fitness,Hockey
TYR Boys' Team Digi Jammer,201609,5,1.35871,09,2016,2016-09,Golf,Girls' Apparel
Team Golf San Francisco Giants Putter Grip,201609,0,1.5184,09,2016,2016-09,Outdoors,Accessories
Clicgear Rovic Cooler Bag,201609,0,0.97695,09,2016,2016-09,Outdoors,Golf Gloves
Hirzl Men's Hybrid Golf Glove,201609,7,1.72542,09,2016,2016-09,Outdoors,Golf Balls
Titleist Pro V1x Golf Balls,201609,4,0.63245,09,2016,2016-09,Outdoors,Electronics
adidas Men's Germany Black Crest Away Tee,201609,0,2.03054,09,2016,2016-09,Golf,Girls' Apparel
Titleist Pro V1 High Numbers Personalized Gol,201609,0,2.28891,09,2016,2016-09,Outdoors,Electronics
Under Armour Women's Micro G Skulpt Running S,201609,4,1.95899,09,2016,2016-09,Footwear,Boxing & MMA
Under Armour Hustle Storm Medium Duffle Bag,201609,1,1.7243,09,2016,2016-09,Footwear,Fitness Accessories
Under Armour Women's Ignite PIP VI Slide,201609,0,1.66553,09,2016,2016-09,Footwear,Electronics
Bag Boy Beverage Holder,201609,8,1.8319,09,2016,2016-09,Outdoors,Golf Gloves
Under Armour Men's Tech II T-Shirt,201609,0,0.20703,09,2016,2016-09,Fitness,Lacrosse
Team Golf New England Patriots Putter Grip,201609,2,1.43483,09,2016,2016-09,Outdoors,Accessories
Under Armour Men's Compression EV SL Slide,201609,1,1.99506,09,2016,2016-09,Footwear,Electronics
Bridgestone e6 Straight Distance NFL Tennesse,201609,1,0.88201,09,2016,2016-09,Outdoors,Electronics
Glove It Women's Mod Oval Golf Glove,201609,4,0.55011,09,2016,2016-09,Outdoors,Golf Balls
Titleist Pro V1x High Numbers Golf Balls,201609,11,1.8807,09,2016,2016-09,Outdoors,Electronics
Nike Women's Legend V-Neck T-Shirt,201609,4,1.73148,09,2016,2016-09,Fitness,Hockey
Under Armour Kids' Mercenary Slide,201609,0,1.87801,09,2016,2016-09,Footwear,Electronics
adidas Kids' F5 Messi FG Soccer Cleat,201609,6,1.10276,09,2016,2016-09,Fitness,Baseball & Softball
Children's heaters,201609,0,0.74158,09,2016,2016-09,Apparel,Children's Clothing
Web Camera,201609,0,0.51591,09,2016,2016-09,Technology,Cameras
Dell Laptop,201609,15,0.32581,09,2016,2016-09,,
Porcelain crafts,201609,0,0.36377,09,2016,2016-09,Apparel,Crafts
Sports Books,201609,0,0.53773,09,2016,2016-09,Book Shop,Books
DVDs,201609,0,1.75421,09,2016,2016-09,Discs Shop,DVDs
Industrial consumer electronics,201609,0,0.80842,09,2016,2016-09,Technology,Consumer Electronics
Fighting video games,201609,0,0.10446,09,2016,2016-09,Discs Shop,Video Games
Summer dresses,201609,0,1.07135,09,2016,2016-09,Apparel,Women's Clothing
Lawn mower,201609,0,0.88065,09,2016,2016-09,Outdoors,Garden
Adult dog supplies,201609,0,0.25797,09,2016,2016-09,Pet Shop,Pet Supplies
Rock music,201609,0,0.81935,09,2016,2016-09,Discs Shop,Music
Elevation Training Mask 2.0,201609,0,2.27366,09,2016,2016-09,Fitness,Soccer
LIJA Women's Mid-Length Panel Golf Shorts,201609,0,0.44528,09,2016,2016-09,Outdoors,Golf Shoes
Toys,201609,0,0.53275,09,2016,2016-09,Fan Shop,Toys
Brooks Women's Ghost 6 Running Shoe,201609,0,1.84986,09,2016,2016-09,Footwear,Boxing & MMA
Bag Boy M330 Push Cart,201609,0,1.09866,09,2016,2016-09,Outdoors,Golf Gloves
Merrell Women's Grassbow Sport Hiking Shoe,201609,0,0.1666,09,2016,2016-09,Outdoors,Men's Golf Clubs
Nike Men's Free TR 5.0 TB Training Shoe,201609,0,0.722,09,2016,2016-09,Footwear,As Seen on  TV!
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201609,0,1.80408,09,2016,2016-09,Footwear,Boxing & MMA
First aid kit,201609,0,0.57522,09,2016,2016-09,Health and Beauty,Health and Beauty
CDs of rock,201609,0,1.33787,09,2016,2016-09,Discs Shop,CDs
Polar FT4 Heart Rate Monitor,201609,0,1.89749,09,2016,2016-09,Outdoors,Kids' Golf Clubs
LIJA Women's Argyle Golf Polo,201609,0,0.73218,09,2016,2016-09,Outdoors,Golf Shoes
TaylorMade White Smoke IN-12 Putter,201609,0,1.39983,09,2016,2016-09,Outdoors,Women's Golf Clubs
Fitbit The One Wireless Activity & Sleep Trac,201609,0,2.3263,09,2016,2016-09,Outdoors,Kids' Golf Clubs
Nike Kids' Grade School KD VI Basketball Shoe,201609,0,1.2301,09,2016,2016-09,Fitness,Lacrosse
The North Face Women's Recon Backpack,201609,0,0.95045,09,2016,2016-09,Fan Shop,Hunting & Shooting
Smart watch,201609,0,1.21776,09,2016,2016-09,Fitness,Sporting Goods
Baby sweater,201609,0,1.99531,09,2016,2016-09,Apparel,Baby
MDGolf Pittsburgh Penguins Putter,201609,0,0.93782,09,2016,2016-09,Outdoors,Women's Golf Clubs
Men's gala suit,201609,0,2.02007,09,2016,2016-09,Apparel,Men's Clothing
Merrell Men's All Out Flash Trail Running Sho,201609,0,0.64582,09,2016,2016-09,Outdoors,Men's Golf Clubs
Garmin Approach S3 Golf GPS Watch,201609,0,1.95337,09,2016,2016-09,Outdoors,Trade-In
LIJA Women's Button Golf Dress,201609,0,1.2158,09,2016,2016-09,Outdoors,Golf Shoes
Cleveland Golf Women's 588 RTX CB Satin Chrom,201609,0,1.14873,09,2016,2016-09,Outdoors,Golf Apparel
Merrell Women's Siren Mid Waterproof Hiking B,201609,0,1.90114,09,2016,2016-09,Outdoors,Men's Golf Clubs
TaylorMade Women's RBZ SL Rescue,201609,0,1.3448,09,2016,2016-09,Outdoors,Golf Apparel
Mio ALPHA Heart Rate Monitor/Sport Watch,201609,0,0.40207,09,2016,2016-09,Outdoors,Kids' Golf Clubs
TaylorMade 2017 Purelite Stand Bag,201609,0,1.95283,09,2016,2016-09,Outdoors,Golf Gloves
Cleveland Golf Collegiate My Custom Wedge 588,201609,0,1.99722,09,2016,2016-09,Outdoors,Women's Golf Clubs
adidas Brazuca 2017 Official Match Ball,201609,0,0.61866,09,2016,2016-09,Fitness,Baseball & Softball
Nike Men's Fingertrap Max Training Shoe,201609,0,0.46655,09,2016,2016-09,Fitness,Soccer
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201609,0,0.69499,09,2016,2016-09,Footwear,Strength Training
Nike Men's Kobe IX Elite Low Basketball Shoe,201609,0,0.38264,09,2016,2016-09,Golf,Shop By Sport
Ogio Race Golf Shoes,201609,0,1.41562,09,2016,2016-09,Outdoors,Golf Bags & Carts
insta-bed Neverflat Air Mattress,201609,0,2.27968,09,2016,2016-09,Fan Shop,Hunting & Shooting
GolfBuddy VT3 GPS Watch,201609,0,1.17887,09,2016,2016-09,Outdoors,Kids' Golf Clubs
Merrell Women's Grassbow Sport Waterproof Hik,201609,0,1.29788,09,2016,2016-09,Outdoors,Men's Golf Clubs
Titleist Small Wheeled Travel Cover,201609,0,0.64653,09,2016,2016-09,Outdoors,Golf Gloves
Polar Loop Activity Tracker,201609,0,1.75395,09,2016,2016-09,Outdoors,Kids' Golf Clubs
Pelican Maverick 100X Kayak,201609,0,1.98908,09,2016,2016-09,Fan Shop,Water Sports
Garmin Approach S4 Golf GPS Watch,201609,0,0.98753,09,2016,2016-09,Outdoors,Kids' Golf Clubs
Total Gym 1400,201609,0,1.26647,09,2016,2016-09,Apparel,Cleats
Garmin Forerunner 910XT GPS Watch,201609,0,1.4697,09,2016,2016-09,Outdoors,Kids' Golf Clubs
Titleist Club Glove Travel Cover,201609,0,0.76058,09,2016,2016-09,Outdoors,Golf Gloves
GoPro HERO3+ Black Edition Camera,201609,0,1.38705,09,2016,2016-09,Footwear,Strength Training
Diamondback Boys' Insight 24 Performance Hybr,201609,0,2.04616,09,2016,2016-09,Fitness,Basketball
Diamondback Girls' Clarity 24 Hybrid Bike 201,201609,0,1.67646,09,2016,2016-09,Fitness,Basketball
Stiga Master Series ST3100 Competition Indoor,201609,0,1.13387,09,2016,2016-09,Fitness,Hockey
SOLE E35 Elliptical,201609,26,2.17111,09,2016,2016-09,,
Bushnell Pro X7 Jolt Slope Rangefinder,201609,27,0.80108,09,2016,2016-09,,
SOLE E25 Elliptical,201609,38,2.11539,09,2016,2016-09,,
Bowflex SelectTech 1090 Dumbbells,201609,26,1.78215,09,2016,2016-09,,
Perfect Fitness Perfect Rip Deck,201608,931,1.86713,08,2016,2016-08,Apparel,Cleats
Nike Men's Dri-FIT Victory Golf Polo,201608,103,0.5196,08,2016,2016-08,Golf,Women's Apparel
O'Brien Men's Neoprene Life Vest,201608,528,0.36478,08,2016,2016-08,Fan Shop,Indoor/Outdoor Games
Nike Men's Free 5.0+ Running Shoe,201608,3,0.34644,08,2016,2016-08,Footwear,Cardio Equipment
Under Armour Girls' Toddler Spine Surge Runni,201608,139,1.37349,08,2016,2016-08,Golf,Shop By Sport
Nike Men's CJ Elite 2 TD Football Cleat,201608,261,0.77917,08,2016,2016-08,Apparel,Men's Footwear
Field & Stream Sportsman 16 Gun Fire Safe,201608,120,1.3658,08,2016,2016-08,Fan Shop,Fishing
Pelican Sunstream 100 Kayak,201608,78,2.25655,08,2016,2016-08,Fan Shop,Water Sports
Diamondback Women's Serene Classic Comfort Bi,201608,56,0.23959,08,2016,2016-08,Fan Shop,Camping & Hiking
ENO Atlas Hammock Straps,201608,1,2.30337,08,2016,2016-08,Fan Shop,Hunting & Shooting
Nike Men's Comfort 2 Slide,201608,0,1.65535,08,2016,2016-08,Fitness,Tennis & Racquet
adidas Youth Germany Black/Red Away Match Soc,201608,6,1.76817,08,2016,2016-08,Golf,Girls' Apparel
Team Golf St. Louis Cardinals Putter Grip,201608,5,0.44314,08,2016,2016-08,Outdoors,Accessories
LIJA Women's Eyelet Sleeveless Golf Polo,201608,2,1.40414,08,2016,2016-08,Outdoors,Golf Shoes
adidas Men's F10 Messi TRX FG Soccer Cleat,201608,4,0.22647,08,2016,2016-08,Fitness,Baseball & Softball
Glove It Women's Imperial Golf Glove,201608,0,0.4661,08,2016,2016-08,Outdoors,Golf Balls
Glove It Imperial Golf Towel,201608,20,1.93681,08,2016,2016-08,Outdoors,Trade-In
Bridgestone e6 Straight Distance NFL Carolina,201608,1,0.22166,08,2016,2016-08,Outdoors,Electronics
Glove It Women's Mod Oval 3-Zip Carry All Gol,201608,0,0.96086,08,2016,2016-08,Outdoors,Trade-In
Columbia Men's PFG Anchor Tough T-Shirt,201608,8,1.05484,08,2016,2016-08,Golf,Shop By Sport
Under Armour Women's Ignite Slide,201608,17,1.17233,08,2016,2016-08,Footwear,Electronics
Team Golf Tennessee Volunteers Putter Grip,201608,3,1.34648,08,2016,2016-08,Outdoors,Accessories
Titleist Pro V1x High Numbers Personalized Go,201608,0,1.36497,08,2016,2016-08,Outdoors,Electronics
Nike Men's Deutschland Weltmeister Winners Bl,201608,25,1.12425,08,2016,2016-08,Golf,Girls' Apparel
Bridgestone e6 Straight Distance NFL San Dieg,201608,5,1.5042,08,2016,2016-08,Outdoors,Electronics
Nike Women's Tempo Shorts,201608,1,0.91353,08,2016,2016-08,Footwear,Cardio Equipment
Team Golf Texas Longhorns Putter Grip,201608,0,1.6808,08,2016,2016-08,Outdoors,Accessories
Hirzl Women's Soffft Flex Golf Glove,201608,8,1.81488,08,2016,2016-08,Outdoors,Golf Balls
Clicgear 8.0 Shoe Brush,201608,20,1.24249,08,2016,2016-08,Outdoors,Golf Gloves
Hirzl Women's Hybrid Golf Glove,201608,2,2.26572,08,2016,2016-08,Outdoors,Golf Balls
Team Golf Pittsburgh Steelers Putter Grip,201608,6,1.39503,08,2016,2016-08,Outdoors,Accessories
Top Flite Women's 2017 XL Hybrid,201608,4,1.77945,08,2016,2016-08,Outdoors,Golf Apparel
Glove It Urban Brick Golf Towel,201608,12,0.26202,08,2016,2016-08,Outdoors,Trade-In
Nike Dri-FIT Crew Sock 6 Pack,201608,19,0.18753,08,2016,2016-08,Fitness,Hockey
TYR Boys' Team Digi Jammer,201608,5,0.34744,08,2016,2016-08,Golf,Girls' Apparel
Team Golf San Francisco Giants Putter Grip,201608,7,0.96842,08,2016,2016-08,Outdoors,Accessories
Clicgear Rovic Cooler Bag,201608,0,1.41176,08,2016,2016-08,Outdoors,Golf Gloves
Hirzl Men's Hybrid Golf Glove,201608,0,1.11666,08,2016,2016-08,Outdoors,Golf Balls
Titleist Pro V1x Golf Balls,201608,10,0.87467,08,2016,2016-08,Outdoors,Electronics
adidas Men's Germany Black Crest Away Tee,201608,2,1.52452,08,2016,2016-08,Golf,Girls' Apparel
Titleist Pro V1 High Numbers Personalized Gol,201608,2,1.33851,08,2016,2016-08,Outdoors,Electronics
Under Armour Women's Micro G Skulpt Running S,201608,11,0.65957,08,2016,2016-08,Footwear,Boxing & MMA
Under Armour Hustle Storm Medium Duffle Bag,201608,20,0.46486,08,2016,2016-08,Footwear,Fitness Accessories
Under Armour Women's Ignite PIP VI Slide,201608,16,1.78329,08,2016,2016-08,Footwear,Electronics
Bag Boy Beverage Holder,201608,0,1.69271,08,2016,2016-08,Outdoors,Golf Gloves
Under Armour Men's Tech II T-Shirt,201608,0,0.72321,08,2016,2016-08,Fitness,Lacrosse
Team Golf New England Patriots Putter Grip,201608,2,0.94858,08,2016,2016-08,Outdoors,Accessories
Under Armour Men's Compression EV SL Slide,201608,0,1.63948,08,2016,2016-08,Footwear,Electronics
Bridgestone e6 Straight Distance NFL Tennesse,201608,0,0.17273,08,2016,2016-08,Outdoors,Electronics
Glove It Women's Mod Oval Golf Glove,201608,5,2.18519,08,2016,2016-08,Outdoors,Golf Balls
Titleist Pro V1x High Numbers Golf Balls,201608,0,1.11529,08,2016,2016-08,Outdoors,Electronics
Nike Women's Legend V-Neck T-Shirt,201608,3,0.98294,08,2016,2016-08,Fitness,Hockey
Under Armour Kids' Mercenary Slide,201608,7,0.58907,08,2016,2016-08,Footwear,Electronics
adidas Kids' F5 Messi FG Soccer Cleat,201608,0,0.34567,08,2016,2016-08,Fitness,Baseball & Softball
Children's heaters,201608,0,0.92669,08,2016,2016-08,Apparel,Children's Clothing
Web Camera,201608,0,1.15663,08,2016,2016-08,Technology,Cameras
Dell Laptop,201608,24,2.30937,08,2016,2016-08,,
Porcelain crafts,201608,0,0.38203,08,2016,2016-08,Apparel,Crafts
Sports Books,201608,0,1.14377,08,2016,2016-08,Book Shop,Books
DVDs,201608,0,0.98793,08,2016,2016-08,Discs Shop,DVDs
Industrial consumer electronics,201608,0,2.27642,08,2016,2016-08,Technology,Consumer Electronics
Fighting video games,201608,0,1.11277,08,2016,2016-08,Discs Shop,Video Games
Summer dresses,201608,0,1.69644,08,2016,2016-08,Apparel,Women's Clothing
Lawn mower,201608,0,1.69277,08,2016,2016-08,Outdoors,Garden
Adult dog supplies,201608,0,0.14419,08,2016,2016-08,Pet Shop,Pet Supplies
Rock music,201608,0,0.50828,08,2016,2016-08,Discs Shop,Music
Elevation Training Mask 2.0,201608,6,2.24138,08,2016,2016-08,Fitness,Soccer
LIJA Women's Mid-Length Panel Golf Shorts,201608,0,1.25293,08,2016,2016-08,Outdoors,Golf Shoes
Toys,201608,0,1.47227,08,2016,2016-08,Fan Shop,Toys
Brooks Women's Ghost 6 Running Shoe,201608,6,0.87811,08,2016,2016-08,Footwear,Boxing & MMA
Bag Boy M330 Push Cart,201608,0,0.44664,08,2016,2016-08,Outdoors,Golf Gloves
Merrell Women's Grassbow Sport Hiking Shoe,201608,0,0.48861,08,2016,2016-08,Outdoors,Men's Golf Clubs
Nike Men's Free TR 5.0 TB Training Shoe,201608,0,0.22498,08,2016,2016-08,Footwear,As Seen on  TV!
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201608,1,1.45375,08,2016,2016-08,Footwear,Boxing & MMA
First aid kit,201608,0,1.0645,08,2016,2016-08,Health and Beauty,Health and Beauty
CDs of rock,201608,0,1.90332,08,2016,2016-08,Discs Shop,CDs
Polar FT4 Heart Rate Monitor,201608,0,0.73569,08,2016,2016-08,Outdoors,Kids' Golf Clubs
LIJA Women's Argyle Golf Polo,201608,0,1.53947,08,2016,2016-08,Outdoors,Golf Shoes
TaylorMade White Smoke IN-12 Putter,201608,0,0.79337,08,2016,2016-08,Outdoors,Women's Golf Clubs
Fitbit The One Wireless Activity & Sleep Trac,201608,0,1.72743,08,2016,2016-08,Outdoors,Kids' Golf Clubs
Nike Kids' Grade School KD VI Basketball Shoe,201608,0,0.25289,08,2016,2016-08,Fitness,Lacrosse
The North Face Women's Recon Backpack,201608,0,2.18069,08,2016,2016-08,Fan Shop,Hunting & Shooting
Smart watch,201608,0,0.2515,08,2016,2016-08,Fitness,Sporting Goods
Baby sweater,201608,0,1.06533,08,2016,2016-08,Apparel,Baby
MDGolf Pittsburgh Penguins Putter,201608,0,1.61016,08,2016,2016-08,Outdoors,Women's Golf Clubs
Men's gala suit,201608,0,1.88725,08,2016,2016-08,Apparel,Men's Clothing
Merrell Men's All Out Flash Trail Running Sho,201608,0,0.56163,08,2016,2016-08,Outdoors,Men's Golf Clubs
Garmin Approach S3 Golf GPS Watch,201608,0,0.57031,08,2016,2016-08,Outdoors,Trade-In
LIJA Women's Button Golf Dress,201608,0,0.39599,08,2016,2016-08,Outdoors,Golf Shoes
Cleveland Golf Women's 588 RTX CB Satin Chrom,201608,0,0.54186,08,2016,2016-08,Outdoors,Golf Apparel
Merrell Women's Siren Mid Waterproof Hiking B,201608,0,0.23123,08,2016,2016-08,Outdoors,Men's Golf Clubs
TaylorMade Women's RBZ SL Rescue,201608,0,2.25568,08,2016,2016-08,Outdoors,Golf Apparel
Mio ALPHA Heart Rate Monitor/Sport Watch,201608,0,1.28221,08,2016,2016-08,Outdoors,Kids' Golf Clubs
TaylorMade 2017 Purelite Stand Bag,201608,0,1.05997,08,2016,2016-08,Outdoors,Golf Gloves
Cleveland Golf Collegiate My Custom Wedge 588,201608,0,1.31667,08,2016,2016-08,Outdoors,Women's Golf Clubs
adidas Brazuca 2017 Official Match Ball,201608,0,2.14105,08,2016,2016-08,Fitness,Baseball & Softball
Nike Men's Fingertrap Max Training Shoe,201608,0,1.72072,08,2016,2016-08,Fitness,Soccer
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201608,0,0.69542,08,2016,2016-08,Footwear,Strength Training
Nike Men's Kobe IX Elite Low Basketball Shoe,201608,0,1.32861,08,2016,2016-08,Golf,Shop By Sport
Ogio Race Golf Shoes,201608,0,0.73886,08,2016,2016-08,Outdoors,Golf Bags & Carts
insta-bed Neverflat Air Mattress,201608,0,1.18488,08,2016,2016-08,Fan Shop,Hunting & Shooting
GolfBuddy VT3 GPS Watch,201608,0,2.16802,08,2016,2016-08,Outdoors,Kids' Golf Clubs
Merrell Women's Grassbow Sport Waterproof Hik,201608,0,1.60162,08,2016,2016-08,Outdoors,Men's Golf Clubs
Titleist Small Wheeled Travel Cover,201608,0,1.51023,08,2016,2016-08,Outdoors,Golf Gloves
Polar Loop Activity Tracker,201608,0,0.30709,08,2016,2016-08,Outdoors,Kids' Golf Clubs
Pelican Maverick 100X Kayak,201608,0,1.85834,08,2016,2016-08,Fan Shop,Water Sports
Garmin Approach S4 Golf GPS Watch,201608,0,1.89949,08,2016,2016-08,Outdoors,Kids' Golf Clubs
Total Gym 1400,201608,0,1.6136,08,2016,2016-08,Apparel,Cleats
Garmin Forerunner 910XT GPS Watch,201608,0,1.1891,08,2016,2016-08,Outdoors,Kids' Golf Clubs
Titleist Club Glove Travel Cover,201608,0,0.34717,08,2016,2016-08,Outdoors,Golf Gloves
GoPro HERO3+ Black Edition Camera,201608,0,1.882,08,2016,2016-08,Footwear,Strength Training
Diamondback Boys' Insight 24 Performance Hybr,201608,0,0.2877,08,2016,2016-08,Fitness,Basketball
Diamondback Girls' Clarity 24 Hybrid Bike 201,201608,0,1.20622,08,2016,2016-08,Fitness,Basketball
Stiga Master Series ST3100 Competition Indoor,201608,0,1.08179,08,2016,2016-08,Fitness,Hockey
SOLE E35 Elliptical,201608,40,0.42294,08,2016,2016-08,,
Bushnell Pro X7 Jolt Slope Rangefinder,201608,24,0.63226,08,2016,2016-08,,
SOLE E25 Elliptical,201608,7,1.76214,08,2016,2016-08,,
Bowflex SelectTech 1090 Dumbbells,201608,33,0.39119,08,2016,2016-08,,
Perfect Fitness Perfect Rip Deck,201607,51,2.18387,07,2016,2016-07,Apparel,Cleats
Nike Men's Dri-FIT Victory Golf Polo,201607,561,2.22411,07,2016,2016-07,Golf,Women's Apparel
O'Brien Men's Neoprene Life Vest,201607,24,0.46066,07,2016,2016-07,Fan Shop,Indoor/Outdoor Games
Nike Men's Free 5.0+ Running Shoe,201607,111,1.38024,07,2016,2016-07,Footwear,Cardio Equipment
Under Armour Girls' Toddler Spine Surge Runni,201607,280,1.16506,07,2016,2016-07,Golf,Shop By Sport
Nike Men's CJ Elite 2 TD Football Cleat,201607,206,1.07726,07,2016,2016-07,Apparel,Men's Footwear
Field & Stream Sportsman 16 Gun Fire Safe,201607,16,1.89547,07,2016,2016-07,Fan Shop,Fishing
Pelican Sunstream 100 Kayak,201607,74,2.28418,07,2016,2016-07,Fan Shop,Water Sports
Diamondback Women's Serene Classic Comfort Bi,201607,123,1.81245,07,2016,2016-07,Fan Shop,Camping & Hiking
ENO Atlas Hammock Straps,201607,1,2.08616,07,2016,2016-07,Fan Shop,Hunting & Shooting
Nike Men's Comfort 2 Slide,201607,0,1.55024,07,2016,2016-07,Fitness,Tennis & Racquet
adidas Youth Germany Black/Red Away Match Soc,201607,5,0.45992,07,2016,2016-07,Golf,Girls' Apparel
Team Golf St. Louis Cardinals Putter Grip,201607,10,1.92282,07,2016,2016-07,Outdoors,Accessories
LIJA Women's Eyelet Sleeveless Golf Polo,201607,0,1.20062,07,2016,2016-07,Outdoors,Golf Shoes
adidas Men's F10 Messi TRX FG Soccer Cleat,201607,4,0.64144,07,2016,2016-07,Fitness,Baseball & Softball
Glove It Women's Imperial Golf Glove,201607,0,1.79578,07,2016,2016-07,Outdoors,Golf Balls
Glove It Imperial Golf Towel,201607,3,1.90798,07,2016,2016-07,Outdoors,Trade-In
Bridgestone e6 Straight Distance NFL Carolina,201607,4,0.49346,07,2016,2016-07,Outdoors,Electronics
Glove It Women's Mod Oval 3-Zip Carry All Gol,201607,29,1.01368,07,2016,2016-07,Outdoors,Trade-In
Columbia Men's PFG Anchor Tough T-Shirt,201607,2,0.24174,07,2016,2016-07,Golf,Shop By Sport
Under Armour Women's Ignite Slide,201607,15,0.47385,07,2016,2016-07,Footwear,Electronics
Team Golf Tennessee Volunteers Putter Grip,201607,15,0.45596,07,2016,2016-07,Outdoors,Accessories
Titleist Pro V1x High Numbers Personalized Go,201607,0,2.2271,07,2016,2016-07,Outdoors,Electronics
Nike Men's Deutschland Weltmeister Winners Bl,201607,0,1.58285,07,2016,2016-07,Golf,Girls' Apparel
Bridgestone e6 Straight Distance NFL San Dieg,201607,1,1.88289,07,2016,2016-07,Outdoors,Electronics
Nike Women's Tempo Shorts,201607,2,0.28389,07,2016,2016-07,Footwear,Cardio Equipment
Team Golf Texas Longhorns Putter Grip,201607,5,0.20887,07,2016,2016-07,Outdoors,Accessories
Hirzl Women's Soffft Flex Golf Glove,201607,6,0.92847,07,2016,2016-07,Outdoors,Golf Balls
Clicgear 8.0 Shoe Brush,201607,10,1.2709,07,2016,2016-07,Outdoors,Golf Gloves
